Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1997Q4,0.0540359,2128.820
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1997Q4,0.0778295,2124.559
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1997Q4,0.0636114,2452.887
Industry groups,Administrative and support services,SG01RSC04B01MN2,1997Q4,0.0176109,691.009
Industry groups,Local Government administration,SG01RSC04B01OO1,1997Q4,0.0042643,164.535
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1997Q4,0.0341591,1186.729
Industry groups,Education and training,SG01RSC04B01PP1,1997Q4,0.0400618,1872.680
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1997Q4,0.0451691,1751.233
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1997Q4,0.0127803,543.915
Industry groups,Other services,SG01RSC04B01RS2,1997Q4,0.0180727,661.289
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1997Q4,0.0732985,2386.350
Industry groups,Agriculture,SG01RSC04B01AA1,1998Q1,0.0433925,2035.455
Industry groups,Forestry and logging,SG01RSC04B01AA2,1998Q1,0.0088460,199.689
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1998Q1,0.0085354,313.844
Industry groups,Mining,SG01RSC04B01BB1,1998Q1,0.0119163,601.545
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1998Q1,0.0512056,1344.466
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1998Q1,0.0090067,264.341
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1998Q1,0.0172086,413.001
Industry groups,Printing,SG01RSC04B01CC4,1998Q1,0.0066268,205.665
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1998Q1,0.0291272,884.005
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1998Q1,0.0058069,191.972
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1998Q1,0.0193458,622.209
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1998Q1,0.0203835,879.091
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1998Q1,0.0045040,168.716
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1998Q1,0.0287044,1325.700
Industry groups,Construction,SG01RSC04B01EE1,1998Q1,0.0442895,1701.508
Industry groups,Wholesale trade,SG01RSC04B01FF1,1998Q1,0.0548013,1908.888
Industry groups,Retail trade,SG01RSC04B01GH1,1998Q1,0.0444565,1411.725
Industry groups,Accommodation services,SG01RSC04B01GH2,1998Q1,0.0184356,745.141
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1998Q1,0.0470367,1499.028
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1998Q1,0.0434882,763.035
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1998Q1,0.0419889,1685.756
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1998Q1,0.0540359,2117.633
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1998Q1,0.0778295,2125.679
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1998Q1,0.0636114,2448.796
Industry groups,Administrative and support services,SG01RSC04B01MN2,1998Q1,0.0176109,694.443
Industry groups,Local Government administration,SG01RSC04B01OO1,1998Q1,0.0042643,162.360
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1998Q1,0.0341591,1173.763
Industry groups,Education and training,SG01RSC04B01PP1,1998Q1,0.0400618,1882.791
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1998Q1,0.0451691,1780.005
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1998Q1,0.0127803,529.481
Industry groups,Other services,SG01RSC04B01RS2,1998Q1,0.0180727,673.846
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1998Q1,0.0732985,2398.232
Industry groups,Agriculture,SG01RSC04B01AA1,1998Q2,0.0426535,2060.095
Industry groups,Forestry and logging,SG01RSC04B01AA2,1998Q2,0.0080878,192.891
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1998Q2,0.0087240,330.931
Industry groups,Mining,SG01RSC04B01BB1,1998Q2,0.0106779,698.346
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1998Q2,0.0528353,1313.851
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1998Q2,0.0094572,256.677
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1998Q2,0.0150457,386.075
Industry groups,Printing,SG01RSC04B01CC4,1998Q2,0.0064277,216.966
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1998Q2,0.0260042,896.165
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1998Q2,0.0053749,187.474
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1998Q2,0.0181867,607.891
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1998Q2,0.0199034,853.070
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1998Q2,0.0046140,157.434
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1998Q2,0.0274116,1329.326
Industry groups,Construction,SG01RSC04B01EE1,1998Q2,0.0421663,1725.233
Industry groups,Wholesale trade,SG01RSC04B01FF1,1998Q2,0.0564695,1859.391
Industry groups,Retail trade,SG01RSC04B01GH1,1998Q2,0.0444104,1404.496
Industry groups,Accommodation services,SG01RSC04B01GH2,1998Q2,0.0192236,731.853
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1998Q2,0.0469003,1507.158
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1998Q2,0.0425161,786.576
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1998Q2,0.0421569,1707.146
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1998Q2,0.0558601,2119.657
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1998Q2,0.0780211,2112.237
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1998Q2,0.0646491,2445.021
Industry groups,Administrative and support services,SG01RSC04B01MN2,1998Q2,0.0180618,699.328
Industry groups,Local Government administration,SG01RSC04B01OO1,1998Q2,0.0043420,163.927
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1998Q2,0.0355741,1152.249
Industry groups,Education and training,SG01RSC04B01PP1,1998Q2,0.0424601,1888.506
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1998Q2,0.0480811,1816.876
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1998Q2,0.0146728,542.912
Industry groups,Other services,SG01RSC04B01RS2,1998Q2,0.0192678,690.852
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1998Q2,0.0697631,2414.206
Industry groups,Agriculture,SG01RSC04B01AA1,1998Q3,0.0426535,1967.891
Industry groups,Forestry and logging,SG01RSC04B01AA2,1998Q3,0.0080878,194.076
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1998Q3,0.0087240,341.112
Industry groups,Mining,SG01RSC04B01BB1,1998Q3,0.0106779,677.926
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1998Q3,0.0528353,1269.255
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1998Q3,0.0094572,266.866
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1998Q3,0.0150457,407.524
Industry groups,Printing,SG01RSC04B01CC4,1998Q3,0.0064277,200.247
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1998Q3,0.0260042,917.194
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1998Q3,0.0053749,174.889
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1998Q3,0.0181867,632.381
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1998Q3,0.0199034,837.406
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1998Q3,0.0046140,171.048
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1998Q3,0.0274116,1340.800
Industry groups,Construction,SG01RSC04B01EE1,1998Q3,0.0421663,1602.331
Industry groups,Wholesale trade,SG01RSC04B01FF1,1998Q3,0.0564695,1879.786
Industry groups,Retail trade,SG01RSC04B01GH1,1998Q3,0.0444104,1409.201
Industry groups,Accommodation services,SG01RSC04B01GH2,1998Q3,0.0192236,716.113
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1998Q3,0.0469003,1520.384
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1998Q3,0.0425161,785.905
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1998Q3,0.0421569,1726.366
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1998Q3,0.0558601,2151.458
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1998Q3,0.0780211,2102.359
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1998Q3,0.0646491,2411.198
Industry groups,Administrative and support services,SG01RSC04B01MN2,1998Q3,0.0180618,693.589
Industry groups,Local Government administration,SG01RSC04B01OO1,1998Q3,0.0043420,163.741
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1998Q3,0.0355741,1222.283
Industry groups,Education and training,SG01RSC04B01PP1,1998Q3,0.0424601,1890.618
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1998Q3,0.0480811,1905.682
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1998Q3,0.0146728,558.667
Industry groups,Other services,SG01RSC04B01RS2,1998Q3,0.0192678,703.580
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1998Q3,0.0697631,2419.636
Industry groups,Agriculture,SG01RSC04B01AA1,1998Q4,0.0426535,1957.644
Industry groups,Forestry and logging,SG01RSC04B01AA2,1998Q4,0.0080878,212.992
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1998Q4,0.0087240,348.899
Industry groups,Mining,SG01RSC04B01BB1,1998Q4,0.0106779,714.473
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1998Q4,0.0528353,1281.971
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1998Q4,0.0094572,261.038
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1998Q4,0.0150457,420.289
Industry groups,Printing,SG01RSC04B01CC4,1998Q4,0.0064277,199.501
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1998Q4,0.0260042,890.637
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1998Q4,0.0053749,175.492
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1998Q4,0.0181867,614.390
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1998Q4,0.0199034,772.639
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1998Q4,0.0046140,182.622
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1998Q4,0.0274116,1306.984
Industry groups,Construction,SG01RSC04B01EE1,1998Q4,0.0421663,1662.341
Industry groups,Wholesale trade,SG01RSC04B01FF1,1998Q4,0.0564695,1992.702
Industry groups,Retail trade,SG01RSC04B01GH1,1998Q4,0.0444104,1442.593
Industry groups,Accommodation services,SG01RSC04B01GH2,1998Q4,0.0192236,731.363
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1998Q4,0.0469003,1502.747
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1998Q4,0.0425161,815.928
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1998Q4,0.0421569,1756.061
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1998Q4,0.0558601,2212.615
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1998Q4,0.0780211,2105.971
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1998Q4,0.0646491,2534.876
Industry groups,Administrative and support services,SG01RSC04B01MN2,1998Q4,0.0180618,732.072
Industry groups,Local Government administration,SG01RSC04B01OO1,1998Q4,0.0043420,162.162
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1998Q4,0.0355741,1175.192
Industry groups,Education and training,SG01RSC04B01PP1,1998Q4,0.0424601,1889.125
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1998Q4,0.0480811,1941.289
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1998Q4,0.0146728,560.394
Industry groups,Other services,SG01RSC04B01RS2,1998Q4,0.0192678,721.358
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1998Q4,0.0697631,2481.291
Industry groups,Agriculture,SG01RSC04B01AA1,1999Q1,0.0426535,1911.364
Industry groups,Forestry and logging,SG01RSC04B01AA2,1999Q1,0.0080878,220.306
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1999Q1,0.0087240,358.332
Industry groups,Mining,SG01RSC04B01BB1,1999Q1,0.0106779,715.544
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1999Q1,0.0528353,1301.699
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1999Q1,0.0094572,273.247
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1999Q1,0.0150457,421.778
Industry groups,Printing,SG01RSC04B01CC4,1999Q1,0.0064277,193.296
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1999Q1,0.0260042,890.872
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1999Q1,0.0053749,181.445
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1999Q1,0.0181867,650.605
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1999Q1,0.0199034,852.318
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1999Q1,0.0046140,185.445
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1999Q1,0.0274116,1277.145
Industry groups,Construction,SG01RSC04B01EE1,1999Q1,0.0421663,1650.291
Industry groups,Wholesale trade,SG01RSC04B01FF1,1999Q1,0.0564695,1996.905
Industry groups,Retail trade,SG01RSC04B01GH1,1999Q1,0.0444104,1464.345
Industry groups,Accommodation services,SG01RSC04B01GH2,1999Q1,0.0192236,741.841
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1999Q1,0.0469003,1569.223
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1999Q1,0.0425161,839.533
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1999Q1,0.0421569,1777.112
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1999Q1,0.0558601,2255.733
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1999Q1,0.0780211,2114.160
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1999Q1,0.0646491,2520.242
Industry groups,Administrative and support services,SG01RSC04B01MN2,1999Q1,0.0180618,725.501
Industry groups,Local Government administration,SG01RSC04B01OO1,1999Q1,0.0043420,161.592
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1999Q1,0.0355741,1174.884
Industry groups,Education and training,SG01RSC04B01PP1,1999Q1,0.0424601,1884.028
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1999Q1,0.0480811,1941.970
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1999Q1,0.0146728,577.596
Industry groups,Other services,SG01RSC04B01RS2,1999Q1,0.0192678,744.708
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1999Q1,0.0697631,2526.651
Industry groups,Agriculture,SG01RSC04B01AA1,1999Q2,0.0456166,1892.280
Industry groups,Forestry and logging,SG01RSC04B01AA2,1999Q2,0.0077985,212.571
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1999Q2,0.0093450,362.909
Industry groups,Mining,SG01RSC04B01BB1,1999Q2,0.0105740,675.741
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1999Q2,0.0500862,1262.939
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1999Q2,0.0085406,258.405
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1999Q2,0.0170804,438.787
Industry groups,Printing,SG01RSC04B01CC4,1999Q2,0.0063396,194.889
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1999Q2,0.0256782,892.637
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1999Q2,0.0056830,183.082
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1999Q2,0.0179355,664.659
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1999Q2,0.0194549,788.431
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1999Q2,0.0047662,188.762
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1999Q2,0.0286994,1303.126
Industry groups,Construction,SG01RSC04B01EE1,1999Q2,0.0457365,1712.963
Industry groups,Wholesale trade,SG01RSC04B01FF1,1999Q2,0.0548521,2032.037
Industry groups,Retail trade,SG01RSC04B01GH1,1999Q2,0.0449146,1488.860
Industry groups,Accommodation services,SG01RSC04B01GH2,1999Q2,0.0184257,760.672
