hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw,,,
Beneficiary,2011,benef,10,Education,Education,group,10,Education,Education,1.6,8.5,5.1,,,
Beneficiary,2011,benef,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.2,1.1,0.6,,,
Beneficiary,2011,benef,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,1.1,0.6,,,
Beneficiary,2011,benef,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,1.2,6.4,3.8,,,
Beneficiary,2011,benef,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0,0,,,
Beneficiary,2011,benef,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,4.9,25.9,15.7,,,
Beneficiary,2011,benef,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,11.1,6.7,,,
Beneficiary,2011,benef,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,0.5,0.3,,,
Beneficiary,2011,benef,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,2,10.6,6.4,,,
Beneficiary,2011,benef,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,2.7,1.6,,,
Beneficiary,2011,benef,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,0.5,0.3,,,
Beneficiary,2011,benef,13,Other expenditure,Interest,group,13,Other expenditure,Interest,4.2,22.2,13.4,,,
Beneficiary,2011,benef,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,4.2,22.2,13.4,,,
Beneficiary,2011,benef,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,27,143,86.4,,,
Beneficiary,2011,benef,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,1.9,10.3,6.2,,,
Beneficiary,2011,benef,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,6.9,36.4,22,,,
Beneficiary,2011,benef,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5,26.7,16.1,,,
Expenditure quintile 1 (low),2011,expq1,1,Food,Food,group,1,Food,Food,22.8,82.5,57.2,,,
Expenditure quintile 1 (low),2011,expq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.3,12,8.3,,,
Expenditure quintile 1 (low),2011,expq1,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,4,14.5,10,,,
Expenditure quintile 1 (low),2011,expq1,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,10.9,39.5,27.3,,,
Expenditure quintile 1 (low),2011,expq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.3,8.3,5.8,,,
Expenditure quintile 1 (low),2011,expq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,2.3,8.3,5.8,,,
Expenditure quintile 1 (low),2011,expq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.4,23.2,16.1,,,
Expenditure quintile 1 (low),2011,expq1,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.9,10.5,7.3,,,
Expenditure quintile 1 (low),2011,expq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.5,12.7,8.8,,,
Expenditure quintile 1 (low),2011,expq1,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,1.6,5.8,4,,,
Expenditure quintile 1 (low),2011,expq1,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,1.2,4.3,3,,,
Expenditure quintile 1 (low),2011,expq1,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.4,1.5,1,,,
Expenditure quintile 1 (low),2011,expq1,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,30.8,111.5,77.2,,,
Expenditure quintile 1 (low),2011,expq1,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,15,54.3,37.6,,,
Expenditure quintile 1 (low),2011,expq1,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.1,4,2.8,,,
Expenditure quintile 1 (low),2011,expq1,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,5.6,20.3,14,,,
Expenditure quintile 1 (low),2011,expq1,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,9.1,32.9,22.8,,,
Expenditure quintile 1 (low),2011,expq1,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.2,11.6,8,,,
Expenditure quintile 1 (low),2011,expq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.6,2.2,1.5,,,
Expenditure quintile 1 (low),2011,expq1,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.2,0.7,0.5,,,
Expenditure quintile 1 (low),2011,expq1,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.7,2.5,1.8,,,
Expenditure quintile 1 (low),2011,expq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.1,0.4,0.3,,,
Expenditure quintile 1 (low),2011,expq1,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.6,2.2,1.5,,,
Expenditure quintile 1 (low),2011,expq1,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1,3.6,2.5,,,
Expenditure quintile 1 (low),2011,expq1,6,Health,Health,group,6,Health,Health,3.1,11.2,7.8,,,
Expenditure quintile 1 (low),2011,expq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.8,2.9,2,,,
Expenditure quintile 1 (low),2011,expq1,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.3,8.3,5.8,,,
Expenditure quintile 1 (low),2011,expq1,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0,0,,,
Expenditure quintile 1 (low),2011,expq1,7,Transport,Transport,group,7,Transport,Transport,10.6,38.4,26.6,,,
Expenditure quintile 1 (low),2011,expq1,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,0.6,2.2,1.5,,,
Expenditure quintile 1 (low),2011,expq1,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.1,32.9,22.8,,,
Expenditure quintile 1 (low),2011,expq1,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,0.9,3.3,2.3,,,
Expenditure quintile 1 (low),2011,expq1,8,Communication,Communication,group,8,Communication,Communication,5.5,19.9,13.8,,,
Expenditure quintile 1 (low),2011,expq1,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,0.7,0.5,,,
Expenditure quintile 1 (low),2011,expq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.4,0.3,,,
Expenditure quintile 1 (low),2011,expq1,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,5.3,19.2,13.3,,,
Expenditure quintile 1 (low),2011,expq1,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,5.8,21,14.6,,,
Expenditure quintile 1 (low),2011,expq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.8,2.9,2,,,
Expenditure quintile 1 (low),2011,expq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0,0,0,,,
Expenditure quintile 1 (low),2011,expq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.5,5.4,3.8,,,
Expenditure quintile 1 (low),2011,expq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.1,7.6,5.3,,,
Expenditure quintile 1 (low),2011,expq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.1,4,2.8,,,
Expenditure quintile 1 (low),2011,expq1,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.4,0.3,,,
Expenditure quintile 1 (low),2011,expq1,9.7,Package holidays,Package holidays,subgroup,9,Recreation and culture,Recreation and culture,0.2,0.7,0.5,,,
Expenditure quintile 1 (low),2011,expq1,10,Education,Education,group,10,Education,Education,0.4,1.5,1,,,
Expenditure quintile 1 (low),2011,expq1,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.2,0.7,0.5,,,
Expenditure quintile 1 (low),2011,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.1,0.4,0.3,,,
Expenditure quintile 1 (low),2011,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.1,0.4,0.3,,,
Expenditure quintile 1 (low),2011,expq1,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0,0,,,
Expenditure quintile 1 (low),2011,expq1,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,6.7,24.3,16.8,,,
Expenditure quintile 1 (low),2011,expq1,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2,7.2,5,,,
Expenditure quintile 1 (low),2011,expq1,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.1,0.8,,,
Expenditure quintile 1 (low),2011,expq1,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,3.6,13,9,,,
Expenditure quintile 1 (low),2011,expq1,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,1.8,1.3,,,
Expenditure quintile 1 (low),2011,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.1,0.8,,,
Expenditure quintile 1 (low),2011,expq1,13,Other expenditure,Interest,group,13,Other expenditure,Interest,3.1,11.2,7.8,,,
Expenditure quintile 1 (low),2011,expq1,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,3.1,11.2,7.8,,,
Expenditure quintile 1 (low),2011,expq1,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,15,54.4,37.7,,,
Expenditure quintile 1 (low),2011,expq1,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,5,18.2,12.6,,,
Expenditure quintile 1 (low),2011,expq1,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,8.3,29.9,20.7,,,
Expenditure quintile 1 (low),2011,expq1,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.4,19.6,13.6,,,
Expenditure quintile 2,2011,expq2,1,Food,Food,group,1,Food,Food,20.1,126.4,77.7,,,
Expenditure quintile 2,2011,expq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.8,17.6,10.8,,,
Expenditure quintile 2,2011,expq2,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.4,21.4,13.2,,,
Expenditure quintile 2,2011,expq2,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.4,52.8,32.5,,,
Expenditure quintile 2,2011,expq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.2,13.8,8.5,,,
Expenditure quintile 2,2011,expq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.3,20.8,12.8,,,
Expenditure quintile 2,2011,expq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.9,43.4,26.7,,,
Expenditure quintile 2,2011,expq2,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.9,24.5,15.1,,,
Expenditure quintile 2,2011,expq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3,18.9,11.6,,,
Expenditure quintile 2,2011,expq2,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.7,17,10.4,,,
Expenditure quintile 2,2011,expq2,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.1,13.2,8.1,,,
Expenditure quintile 2,2011,expq2,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.6,3.8,2.3,,,
Expenditure quintile 2,2011,expq2,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,25.9,162.9,100.2,,,
Expenditure quintile 2,2011,expq2,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,15.4,96.8,59.6,,,
Expenditure quintile 2,2011,expq2,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.2,7.6,4.6,,,
Expenditure quintile 2,2011,expq2,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,3.4,21.4,13.2,,,
Expenditure quintile 2,2011,expq2,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,5.9,37.1,22.8,,,
Expenditure quintile 2,2011,expq2,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,2.8,17.6,10.8,,,
Expenditure quintile 2,2011,expq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.6,3.8,2.3,,,
Expenditure quintile 2,2011,expq2,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.2,1.3,0.8,,,
Expenditure quintile 2,2011,expq2,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,5,3.1,,,
Expenditure quintile 2,2011,expq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.1,0.6,0.4,,,
Expenditure quintile 2,2011,expq2,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,2.5,1.6,,,
Expenditure quintile 2,2011,expq2,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.7,4.4,2.7,,,
Expenditure quintile 2,2011,expq2,6,Health,Health,group,6,Health,Health,4.6,28.9,17.8,,,
Expenditure quintile 2,2011,expq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.1,6.9,4.3,,,
Expenditure quintile 2,2011,expq2,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,3.1,19.5,12,,,
Expenditure quintile 2,2011,expq2,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.5,3.1,1.9,,,
Expenditure quintile 2,2011,expq2,7,Transport,Transport,group,7,Transport,Transport,13.1,82.4,50.7,,,
Expenditure quintile 2,2011,expq2,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,1.6,10.1,6.2,,,
Expenditure quintile 2,2011,expq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.6,60.4,37.1,,,
Expenditure quintile 2,2011,expq2,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.8,11.3,7,,,
Expenditure quintile 2,2011,expq2,8,Communication,Communication,group,8,Communication,Communication,4,25.2,15.5,,,
Expenditure quintile 2,2011,expq2,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.6,0.4,,,
Expenditure quintile 2,2011,expq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.6,0.4,,,
Expenditure quintile 2,2011,expq2,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.8,23.9,14.7,,,
Expenditure quintile 2,2011,expq2,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,7.3,45.9,28.2,,,
Expenditure quintile 2,2011,expq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.3,8.2,5,,,
